Node name,Node pack name,Display Name,Simple Name,Long docstring,Short docstring,Tags,Icon
FilterStyler,ComfyUI_MileHighStyler,Filter Styler,Text Style Transformer,"The FilterStyler node dynamically applies stylistic modifications to text prompts based on user-selected filters from a predefined menu. It leverages a collection of templates to transform the input prompts, aiming to enhance or alter their stylistic attributes according to the selected filter options.",Apply stylistic modifications to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",pen
VerbingStyler,ComfyUI_MileHighStyler,Verbing Styler,Dynamic Text Styler,"The VerbingStyler node dynamically applies stylistic transformations to text inputs based on a selection of styling options defined in its menus. It allows for the customization of text prompts through the application of predefined templates, enhancing the expressiveness and thematic depth of the generated content.",Apply stylistic transformations to text inputs.,"['Prompt', 'Styling', 'PromptStyling']",text-height
MoodStyler,ComfyUI_MileHighStyler,Mood Styler,Mood-Based Text Styler,"The MoodStyler node dynamically customizes text prompts based on a selection of mood-related styles, enabling the generation of content with a specific emotional or atmospheric tone. It leverages a collection of predefined templates to apply stylistic modifications to input prompts, facilitating the creation of nuanced and contextually rich outputs.",Customize text prompts with mood-related styles.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
CameraStylerAdvanced,ComfyUI_MileHighStyler,Camera Styler (Advanced),Advanced Camera Effects (Adv.),"The CameraStylerAdvanced node is designed to apply advanced styling effects to camera images, leveraging deep learning models to enhance or alter the visual characteristics of the input images. This node focuses on providing a wide range of stylistic modifications, from basic adjustments to complex transformations, to achieve desired aesthetic outcomes.",Apply advanced styling effects to camera images.,"['Image', 'Visual Effects']",camera-rotate
FaceStyler,ComfyUI_MileHighStyler,Face Styler,Facial Style Editor,"The FaceStyler node is designed to apply specific styling effects to facial features within images, leveraging a collection of predefined styles to enhance or alter the appearance of faces according to user-selected options.",Apply styling effects to facial features in images.,"['Facial', 'Face Enhancements']",image-portrait
AdjectiveStyler,ComfyUI_MileHighStyler,Adjective Styler,Adjective-Based Text Styler,"The AdjectiveStyler node dynamically customizes text prompts based on a selection of stylistic adjectives, allowing users to enhance or modify the tone and characteristics of their text inputs through a menu-driven interface.",Customize text prompts with stylistic adjectives.,"['Prompt', 'Styling', 'PromptStyling']",pen-clip
Clothing_StateStylerAdvanced,ComfyUI_MileHighStyler,Clothing_State Styler (Advanced),Clothing Styler (Adv.),"The Clothing_StateStylerAdvanced node dynamically subclasses from SDXLPromptStylerAdvanced to provide advanced styling capabilities for text prompts related to clothing state. It utilizes a predefined set of templates to modify and enhance input text prompts based on user-selected styling options, aiming to refine the generation of text descriptions or commands in the context of clothing appearance or condition.",Enhance text prompts for clothing descriptions.,"['Prompt', 'Styling', 'PromptStyling']",black-tie
PerfectionStylerAdvanced,ComfyUI_MileHighStyler,Perfection Styler (Advanced),Prompt Style Refiner (Adv.),"The PerfectionStylerAdvanced node dynamically enhances text prompts based on a predefined set of stylistic parameters, excluding specific styles like 'artist' and 'milehigh'. It allows for the customization of text prompts through a variety of stylistic filters such as camera, composition, depth, and more, aiming to refine and perfect the generated content.",Dynamically enhance text prompts with stylistic filters.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
FocusStylerAdvanced,ComfyUI_MileHighStyler,Focus Styler (Advanced),Text Prompt Styler (Adv.),"SDXLPromptStylerAdvanced enhances text prompts through advanced styling techniques, allowing for intricate customization of both positive and negative prompts. It introduces a nuanced layer of styling by incorporating global and local contexts, enabling users to fine-tune their text prompts with greater specificity.",Enhance text prompts with advanced styling techniques.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
CompositionStyler,ComfyUI_MileHighStyler,Composition Styler,Composition Text Styler,"The CompositionStyler node dynamically applies styling to text prompts based on a selection of composition-related styles. It utilizes a predefined set of templates to modify and enhance the input text prompts, aiming to achieve a specific compositional aesthetic or effect.",Dynamically styles text prompts with compositional aesthetics.,"['Prompt', 'Styling', 'PromptStyling']",sass
LutsStyler,ComfyUI_MileHighStyler,Luts Styler,LUT-Based Text Styler,"The LutsStyler node dynamically applies stylistic transformations to text prompts based on a selection of LUTs (Look-Up Tables) from a predefined set. It allows for the customization of text prompts through various stylistic filters, enhancing their thematic and aesthetic qualities.",Apply stylistic transformations to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",text-height
Breast_StateStyler,ComfyUI_MileHighStyler,Breast_State Styler,Thematic Text Styler,"The Breast_StateStyler node dynamically customizes text prompts based on user-selected styling options, enhancing the specificity and creativity of the output. It leverages a comprehensive database of styling data to apply nuanced modifications to text inputs, thereby tailoring the generation process to align with user preferences and thematic requirements.",Customize text prompts with user-selected styling options.,"['Prompt', 'Styling', 'PromptStyling']",file-lines
LutsStylerAdvanced,ComfyUI_MileHighStyler,Luts Styler (Advanced),Advanced Text Styler (Adv.),"The LutsStylerAdvanced node dynamically subclasses from SDXLPromptStylerAdvanced to provide advanced styling capabilities for text prompts. It utilizes a collection of predefined styles, each associated with a unique menu option, to modify and enhance text inputs based on user selections. This node aims to offer a more sophisticated level of text prompt styling, allowing for intricate adjustments and customizations beyond basic text transformations.",Enhance text prompts with advanced styling options.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
AzazealStylesStyler,ComfyUI_MileHighStyler,Azazeal Styles Styler,Aesthetic Text Prompt Styler,"The AzazealStylesStyler node dynamically applies a specific aesthetic or thematic style to text prompts based on a selection from predefined styles. It enhances the original text prompts by incorporating stylistic elements, aiming to achieve a more targeted or nuanced expression.",Apply thematic styles to text prompts dynamically.,"['Prompt', 'Styling', 'PromptStyling']",eye-dropper
SaltDisplayAny,saltai_displayany,SaltDisplayAny,Multi-Type Data Display,"The SaltDisplayAny node is designed to universally display any type of input data, converting it into a human-readable format or indicating if the data type cannot be displayed. It supports a wide range of data types, including basic types like strings and numbers, complex data structures like dictionaries and lists, and even PyTorch tensors, making it a versatile utility for debugging and data visualization.",Display any input data in human-readable format.,"['Data', 'Visualization']",table-list
CADS,ComfyUI-CADS,CADS,Conditional Diffusion Enhancer,"The CADS node is designed to apply conditional adaptive diffusion steps to a given model, enhancing its ability to generate or modify content based on specified conditions. It dynamically adjusts the diffusion process based on the progression of steps and conditions, aiming to improve the quality and relevance of the generated outputs.",Apply conditional adaptive diffusion steps to models.,"['Diffusion', 'Latent', 'LayeredDiffusion']",cubes-stacked
